name,symbol,category,chains,tvl,change_1d,change_7d,change_30d
Secta Finance V2,-,Dexs,Linea,15368.085977992707,-0.00317346928626705,-7.842525188111466,0.0
Swapsicle V1,POPS,Dexs,"Avalanche, Telos, Arbitrum, Binance, Polygon, Optimism, Fantom, Ethereum",15320.890023973525,3.216596253327708,0.960411458229558,0.0
Copra Finance,-,Lending,Arbitrum,15319.61592748501,0.08449269719325514,-2.3758319321052426,0.0
OpenSky Finance,OSKY,NFT Lending,Ethereum,15308.453712702076,1.0488656694929546,-5.051329688137258,0.0
Catalist,-,Liquid Staking,Endurance,15298.371895313157,5.295659631386513,-2.284514914769545,0.0
Forge SX Ovens,FORGE,Synthetics,Arbitrum,15231.338123494445,0.0035198820935278263,0.06804105164239616,0.0
Veil Cash,VEIL,Privacy,Base,15219.442592259615,1.10842270952827,-8.003256977650409,0.0
Juicebox V2,JBX,Launchpad,Ethereum,15216.745014715152,0.7531135776455784,-7.531537480357926,0.0
Blueprint,BLUE,Dexs,Ethereum,15187.490421063285,0.3837636452592079,-1.8043393051509042,0.0
KEWL EXCHANGE,KWL,Dexs,"Chiliz, Arbitrum, Binance, Avalanche, Base, Sonic",15155.262438309552,-0.4906882808820825,-17.251458697914387,0.0
Cykura,CYS,Dexs,Solana,15144.927263329233,0.9343383786988682,0.2038074033570325,0.0
Quadrat,-,Liquidity Manager,"Polygon, Ethereum, Optimism, Arbitrum, Binance",15110.76296074909,0.6213012276046044,-3.926702991409684,0.0
BounceBit Swap V2,-,Dexs,BounceBit,15082.512182702536,5.418155665880775,-12.604215413239203,0.0
Throne V3,OATH,Dexs,Base,15052.511969768051,1.647803853809819,-9.811693120923735,0.0
Coupon Finance,-,Lending,Arbitrum,15007.906221892481,0.7191425177129389,-4.345722493562292,0.0
Flux Exchange,-,Derivatives,"zkSync Era, Fantom",14930.537847588103,0.6037368886224925,-4.414439239474007,0.0
Clutch Markets Predictions,CLUTCH,Prediction Market,"ApeChain, Arbitrum",14911.41766474623,6.040074220825204,14.736574465945523,0.0
RaccoonSwap,-,Dexs,Parex,14898.059659041839,,,0.0
ThunderPOKT,-,Liquid Staking,Pokt,14882.578065099013,1.8937672153409864,-5.841360464048847,0.0
Fluidity Money,FLY,CDP,"Solana, Ethereum, Arbitrum",14876.221027740876,0.2775663811012805,-0.29638448045868415,0.0
AquaFlux AMM,-,Dexs,Pharos,14854.906093660302,-1.1185341724324331,-1.0251839348650975,0.0
GARD,GARD,CDP,Algorand,14854.709157073934,-0.6281947076211907,-10.950294160140459,0.0
Piggy,PIGGY,CDP,Binance,14822.726773529432,,,0.0
TsunamiX,-,Derivatives,"Aptos, Mantle",14819.177230987882,5.54703557469071,0.25683679960366135,0.0
BooFinance,BOOFI,Yield,Avalanche,14809.658151883083,1.8958359158574751,1.5070918382073017,0.0
Parrot Defi,PPEGG,Farm,"IoTeX, Arbitrum, Polygon, Harmony",14794.432853055185,-1.5168214418601167,-8.965147054836535,0.0
Milk Finance,-,Lending,Base,14771.602263241686,-12.80011581638945,-15.974375360671871,0.0
Smilee Finance Arbitrum,-,Options,Arbitrum,14758.788052264468,0.011493146905721119,-0.002298623758292706,0.0
Utopia,UTOPIA,Ponzi,Binance,14746.487976481334,1.5704365314916515,-3.1855937603574347,0.0
EticaHub,-,Dexs,Etica,14668.598621578698,0.7619961548311949,-16.559444239156576,0.0
KRAV,KRAV,Derivatives,Base,14619.317478028586,-6.737357504703368,-17.42575101925958,0.0
Margin Zero,-,Options,Sonic,14613.43378568936,3.555919179436856,-34.03866746166095,0.0
Tesseract,-,Yield,Polygon,14565.337142025735,0.5056051641880117,-2.9671275368813355,0.0
Alium Swap,ALM,Dexs,Binance,14564.936985141483,0.6068403309982671,-1.9844487922596556,0.0
Dusa Protocol,-,Dexs,Massa,14554.995667979096,-2.0414504394980924,-3.3598547627178306,0.0
Wand Protocol,-,CDP,"Blast, Story",14551.223615456032,0.7851143389396213,-7.581151134351984,0.0
FusionX V2,-,Dexs,Mantle,14541.166056401502,-0.6869846490526044,-16.24050816362484,0.0
RociFi V2,-,Lending,"zkSync Era, Polygon",14450.278759454723,0.004605993726698898,-3.6803440414335427,0.0
FerdyFlip,-,Luck Games,"Avalanche, MegaETH, Mantle, Base",14386.910814663886,1.075880004758048,0.6932442404730637,0.0
Solarflare,FLARE,Dexs,Moonbeam,14367.667302980217,2.1144804872300824,-4.504260231202437,0.0
Excellion Finance,-,Risk Curators,Avalanche,14361.043734597533,0.008361018590520075,0.003215148887164787,0.0
Qubit,QBT,Lending,"Binance, Klaytn",14289.31195341272,0.675775542018016,-7.426082901922854,0.0
FeeFree,-,Dexs,"Zora, Scroll, Base",14266.465050880046,0.5711465528307258,-3.9867486054966434,0.0
Vibrant Finance,-,Dexs,Neon,14223.169150065576,-1.7528140573844269,-3.2550924513465844,0.0
Channels Finance,CAN,Lending,"Heco, Binance, Arbitrum",14149.936317063137,,,0.0
Salem Finance,SALEM,Yield,"Polygon, Cronos, Fantom",14136.078969199963,0.038761830324475,-1.4985242034107245,0.0
BigPump,-,Launchpad,TON,14111.350941007984,-1.2754930254049412,-3.7133089644887747,0.0
Tonpound,TPI,Lending,Ethereum,14096.906913631383,0.5081635271777714,-6.583870505075666,0.0
Bent Finance,BENT,Yield,Ethereum,14070.821511446688,3.223727457454032,-6.704462434673474,0.0
BakerDAO,BREAD,Reserve Currency,Berachain,14070.787101589032,3.7154456797068462,-11.807981966460005,0.0
BlockNG,LAW,Dexs,smartBCH,14066.01196672456,251.22640522174942,245.364103776481,0.0
Fringe V1,FRIN,Lending,Ethereum,14056.50791990715,0.39632504097831145,-0.011828279011268705,0.0
Llamalend,-,NFT Lending,Ethereum,14014.389223683866,0.5212745253343769,-7.737579862640317,0.0
Giza,GIZA,AI Agents,"Hyperliquid L1, Arbitrum, Base, Plasma",14009.332770888315,0.06266190670942251,0.04522325001603633,0.0
Qilin,-,Dexs,Ethereum,13994.242661818624,0.013370475602528131,-0.0034901355708001347,0.0
Pegasusdollar,PES,Algo-Stables,Cronos,13944.058526596411,-0.055919687126873896,-0.19521285470345617,0.0
Capybara Perps,-,Derivatives,Klaytn,13869.549092566003,,,0.0
Mango Markets V4 Perps,MNGO,Derivatives,Solana,13827.43128263772,0.05857905902182381,0.025149061821608143,0.0
QIELend,-,Lending,QIE,13628.847941159922,,,0.0
Yield AI,-,AI Agents,Aptos,13601.692567650005,0.3876126877053707,22.41091818225547,0.0
Diamond Protocol V1,-,Yield,"Arbitrum, Optimism, Ethereum",13587.507313133658,0.0986529102263205,-0.7968873776723484,0.0
MakiSwap,MAKI,Dexs,Heco,13533.140811721856,,,0.0
dexVAULTS,GDEX,Yield,"Base, Pulse, Manta, Arbitrum, Optimism, Binance, Avalanche, Fantom",13489.228762684215,0.18697287519249528,-2.5451036385932753,0.0
SoliDex Finance V3,SDX,Dexs,Cronos,13483.544896266918,0.014953676601365373,-4.29910950050099,0.0
KlayBank,KBT,Lending,Klaytn,13449.751590100732,8.952932532203235,3.2483495155662467,0.0
LINE Token,LINE,CDP,Kava,13401.97023237842,9.042973090001453,8.934806655150922,0.0
Shroomy Protocol Lending,SHROOMY,Lending,Ink,13392.677159264564,,,0.0
K9 Finance DAO,KNINE,Liquid Staking,"Ethereum, Shibarium",13331.236443945249,-0.8588599015124316,-5.445028769647024,0.0
DX25,-,Dexs,Elrond,13321.468185230668,0.12069555884986016,-0.5374767579944972,0.0
SpinUp Launchpad,-,Launchpad,Hyperliquid L1,13314.589607111315,-0.1458906716262902,-7.951280075489947,0.0
Scallop Pool,SCA,Yield,Solana,13287.465530423302,2.512244115123522,1.399834070864813,0.0
Tegro Finance,TGR,Dexs,TON,13266.88279568802,,,0.0
Hydradex V3,-,Dexs,"Hydra Chain, Hydra",13194.578192434623,-0.3865783786184096,-7.644586539708072,0.0
Alien Base Area51,ALB,Dexs,Base,13190.225666689072,0.9843399772390171,-7.361378454712778,0.0
Aelin,Aelin,Charity Fundraising,"Optimism, Ethereum",13149.497698639887,-3.117502610987259,-2.3433488573751333,0.0
Level Perps,LVL,Derivatives,"Arbitrum, Binance",13139.10633669509,0.4371103843619437,-3.041107232630708,0.0
BeGlobal Finance,GLB,Dexs,Binance,13100.729570197554,0.625286009225718,-4.739028381657988,0.0
ZOO.FUN,-,Launchpad,Abstract,13086.530855257088,0.7297186660470061,-7.579721275757066,0.0
Somnex DEX,-,Dexs,Somnia,13063.791318690295,1.979305782988348,-9.745477089223385,0.0
Chainchat,-,SoFi,Base,13031.070697302323,0.11673647157033429,-8.169301900201262,0.0
RadLock,-,Token Locker,Radix,12972.320645709406,-1.4035906408131638,-17.454302296099783,0.0
ArbiSwap,ARBI,Dexs,Arbitrum,12966.87223251627,,,0.0
Raft,RAFT,CDP,Ethereum,12944.067997173202,0.10725321984517677,-7.407161586741452,0.0
Vee Finance,VEE,Lending,"Avalanche, Heco",12939.488955532961,0.33377960797831463,-0.31562394091737644,0.0
Spin DOV,-,Options Vault,Near,12908.24180651856,-5.067916163671072,-16.88572578730229,0.0
YieldFields,FIELD,Dexs,Binance,12896.455790871882,-0.2605604721767918,-6.342522897071106,0.0
GaloSwap,-,Dexs,zkSync Era,12854.288412767432,0.17300519520171065,-4.002228968445408,0.0
Pine Protocol,PINE,NFT Lending,"Ethereum, Polygon",12783.040408115063,1.325682817574986,-7.265693707684591,0.0
zkSwap StableSwap,ZF,Dexs,zkSync Era,12781.52919731186,0.09456598529470739,-84.67597612173516,0.0
ViperSwap,VIPER,Dexs,Harmony,12746.707888716686,1.8345106448343529,-9.080443766055552,0.0
Dexter Exchange,-,Dexs,Tezos,12715.037885453674,3.698030740602192,-0.317488917859194,0.0
Ithaca Protocol,ITHACA,Options,Arbitrum,12708.920610085112,0.12791708852584804,-2.4472576281598464,0.0
MahaDAO Arth,MAHA,CDP,"Ethereum, Polygon, Binance",12689.586538626956,0.7531135776455784,-7.524788767923411,0.0
Levana Perps,LVN,Derivatives,"Sei, Osmosis, Injective, Neutron",12680.131452661486,-1.8114891762208885,-96.99424337568705,0.0
Coinscope,COINSCOPE,Token Locker,"Binance, Polygon, Cronos, Fantom, Ethereum, Telos, Arbitrum, Avalanche, Harmony",12674.60501011975,0.8939435427116678,-2.6822018496416575,0.0
Palmy Finance,-,Lending,Oasys,12637.861331148033,-1.0364463768828784,-5.529539751460092,0.0
PolyYeld Finance,YELD,Yield,Polygon,12619.762509360495,0.25374808455337927,-4.91454078317895,0.0
Grim Finance,GRIM,Yield,"Fantom, Arbitrum, Avalanche, Polygon, Telos, Kava",12604.21204916259,-11.28807607662607,-35.116285378738326,0.0
Voltage StableSwap,VOLT,Dexs,Fuse,12601.808462182193,-2.3526624700196805,-8.139754696500674,0.0
BetterLend,-,Lending,Pulse,12600.026884065226,1.3363873474780803,0.5591065626877452,0.0
Velar Perps,VELAR,Derivatives,"Stacks, BOB, Mezo",12580.65109725297,0.14808634877165616,-2.073521192577175,0.0
Gravity,-,Liquid Staking,TAC,12577.897857005431,16.54306862816304,21.901017267417913,0.0
GVEX,-,DEX Aggregator,GANchain,12576.468431891348,,-4.1394968411182305,0.0
Yelay V1,YLAY,Yield Aggregator,"Arbitrum, Ethereum",12558.585687654691,-0.5071873382793228,-2.095161870329946,0.0
Hercules V2,TORCH,Dexs,Metis,12472.250357178222,-1.245878076808978,-7.175495225700857,0.0
SugarSwap,SUGAR,Dexs,Arbitrum,12459.098322497695,,,0.0
NEOPIN Pool,NPT,Dexs,"Klaytn, Ethereum, Polygon",12421.047061869944,2.844685316168409,-6.137172772273431,0.0
DAM Finance,d2O,CDP,Ethereum,12362.589021847836,0.006436984209571506,0.0012665605009232195,0.0
WaxFusion,-,Liquid Staking,Wax,12341.304805550157,8.766531815350476,-1.1989482506568265,0.0
Cleopatra CL,CLEO,Dexs,Mantle,12322.74206810617,-0.492555719533442,-8.412913920094212,0.0
Game7,G7,Chain,Arbitrum,12314.868564476788,0.007825139187616514,-0.0019279263869123042,0.0
ShrikePerps,SHK,Derivatives,Polygon zkEVM,12289.996091846297,0.015415755192066172,-0.12323114117573652,0.0
VII Finance,-,Leveraged Farming,"Monad, Unichain, Ethereum",12273.966121923613,0.10216104675915005,-1.591290872691971,0.0
Aperture LM,APTR,Liquidity Manager,"Avalanche, Terra",12268.963871229316,-0.4758394405380528,-0.9100679077431124,0.0
MarshmallowDeFi,MASH,Yield,Binance,12267.45427965902,0.6811452139672269,-1.9439515494389639,0.0
Squid Stake,SQUID,Yield,Binance,12180.162441884819,0.087054205038271,-0.22596789782413396,0.0
Timeless Finance,LIT,Yield,Ethereum,12175.035119647297,0.4207172735755762,-3.4176361055029503,0.0
YFDAI,YFDAI,Services,Ethereum,12142.63283189002,0.9084344029289753,-5.021099368170184,0.0
Clever Protocol,CLEVER,Dexs,Dogechain,12137.48475968086,-0.031212056826063872,-1.5263155393601977,0.0
LTV Protocol,-,Leveraged Farming,Ethereum,12076.590208986758,0.5388688501854517,-7.731113853065992,0.0
Phoenix Ergo,-,Farm,"Ergo, Alephium",12048.208147204528,-3.3239375227670678,-4.451193424012729,0.0
B2B,B2B,Algo-Stables,Binance,12013.993169363566,0.042766027189202305,-5.1181678689055445,0.0
scoop,-,SoFi,Base,12012.107371152199,-0.3770875988925866,-8.005331883393268,0.0
MIND Games,CRX,Dexs,Arbitrum,11952.349310184141,0.8597795641256027,-4.161550335128524,0.0
IguanaDEX V3,-,Dexs,Etherlink,11877.915969534703,0.10953180091127024,-1.1093448800833698,0.0
FWX DEX,B4FWX,Dexs,"Base, Avalanche",11781.280305396462,0.058260002188319504,0.002479313586633225,0.0
Aqua Patina,-,Liquid Restaking,Ethereum,11757.068988561457,0.5316181167709431,-7.263541838957721,0.0
Fringe V2,FRIN,Lending,"Optimism, Polygon, zkSync Era, Ethereum, Arbitrum, Base",11720.615720461772,0.1377183400876163,-1.205135710011092,0.0
ICPEx,-,Dexs,ICP,11642.013123062672,3.153740981531385,-2.168025756779528,0.0
ZINC,ZINC,Gamified Mining,Solana,11614.84938478026,-81.16458856478218,-83.15537736808864,0.0
KlimaDAO,KLIMA,RWA,"Polygon, Base",11571.983158309458,0.41922702169452464,-5.750883334849803,0.0
Hermes V2,HERMES,Yield,Arbitrum,11517.139509964485,0.10251289013135079,131.702656210602,0.0
xAssets,-,RWA,CrossFi,11514.061118240974,0.40322322452554715,-3.698759090857436,0.0
Rain.fi,-,Lending,Solana,11491.785778000221,6.922720737610376,-10.466142997805747,0.0
moonthat,-,Launchpad,Ethereum,11470.59875325403,1.038584481326339,-7.408575637441032,0.0
Kuma Perpetuals DEX,IDEX,Derivatives,IDEX,11442.765490910964,,,0.0
Omni Exchange V3,OMNI,Dexs,"Base, Binance, Plasma, Sonic, Avalanche, Optimism, Arbitrum",11421.256254068427,0.6152078082640742,-4.965384460469551,0.0
XRiSE33 Network,XRISE,Dexs,XRPL EVM,11391.752173529985,1.8651329144217215,-6.8523760308641215,0.0
HurricaneSwap,HCT,Dexs,Avalanche,11337.50077061149,1.143948030049586,6.552953374340291,0.0
Kuu Finance,-,Dexs,Avalanche,11300.58012866533,,,0.0
Enjoyoors,CETUS,CDP,"Ethereum, Monad",11256.957490386865,,,0.0
Echo Liquid Staking,-,Liquid Staking,Aptos,11255.82569528151,-0.416363973440113,-6.492627372901495,0.0
ACoconut,AC,Yield,"Ethereum, Binance",11253.272799252967,0.5928874527765089,-7.3641419755140305,0.0
TamaSwap,-,Dexs,Ethereum,11221.83744112104,3.3985214415076257,-15.84806752326692,0.0
Seneca,-,CDP,"Ethereum, Arbitrum",11212.109542598404,0.3301059006258953,-7.932577104066212,0.0
DarkAuto,-,Yield Aggregator,"Cronos, Dogechain",11154.113744804674,-36.81081516027325,-5.403632747075292,0.0
DarkCrypto,DARK,Algo-Stables,Cronos,11141.979627900231,-37.1351114161802,-5.301560425929182,0.0
Pump Markets,-,OTC Marketplace,"Blast, Ethereum, Arbitrum",11131.349779013268,0.8219771802642413,-1.515836924740242,0.0
Arbitrum Exchange V2,ARX,Dexs,Arbitrum,11105.230334445696,1.3606884597357833,-4.621273182349299,0.0
Pulsar Swap,-,Dexs,"Ethereum, Mantle, Arbitrum",11102.492304393736,0.012492736080190525,-0.01238891697641975,0.0
Zoro Protocol,-,Lending,zkSync Era,11098.172229040632,0.03578988042009712,-7.422759077301464,0.0
Predy V5,-,Derivatives,Arbitrum,11094.404916319616,0.037628144970369704,-4.896127049650119,0.0
Pit Finance,-,Yield Aggregator,Sei,11083.836725647636,-6.82843824506601,-5.284281814193719,0.0
Bank of Chain,-,Yield Aggregator,Ethereum,11077.279665662612,0.3025518833672578,-5.383140728650957,0.0
SoulBound Finance,-,Payments,Arbitrum,11062.956992375313,-1.6391000011110748,-5.629192408640222,0.0
TangoSwap,TANGO,Dexs,smartBCH,11011.688913510128,771.4979488334869,764.3550277358111,0.0
Penumbra Dex,-,Dexs,Penumbra,10999.3843775574,,,0.0
Loop Finance,LOOP,Dexs,"Terra, Juno",10958.7186056363,4.991256559693042,-4.386608364090748,0.0
PBG,PBG,Onchain Capital Allocator,Cardano,10944.79174563036,3.4506428021485505,-7.776185340722137,0.0
Amulet Finance,-,Synthetics,Neutron,10943.959026035347,-0.1790885545228207,-11.653786626807104,0.0
Panko Finance,-,Dexs,Taiko,10939.487986574923,,,0.0
MonoX,MONO,Dexs,"Polygon, Ethereum",10926.54796054139,0.0030855068245898565,-0.231733435988275,0.0
Fractal Protocol,-,Yield,"Arbitrum, Ethereum, Avalanche, Polygon",10903.679039594568,0.06303458700070053,0.1394876860293408,0.0
Defx,-,Derivatives,"Ethereum, Base, Polygon, Arbitrum, Solana, Binance",10877.030183247098,0.4649773051917663,-6.685986043912024,0.0
Solidly,SOLID,Dexs,Fantom,10864.981851597477,-4.77143406154768,-13.950784181080024,0.0
ProtossDex,-,Dexs,Starknet,10839.454664278432,0.07873418333004167,-3.459509596433591,0.0
Stable Jack V2,JACK,Yield,"Sonic, Avalanche, Goat",10836.751665807307,0.04052276141479183,-67.62574054642329,0.0
Sour Finance,-,Derivatives,Solana,10822.186835206374,0.021021228685015103,-0.006992759394108816,0.0
PredMart,-,Prediction Market,"Polygon, Base",10812.086185911112,0.14992182717867308,7.6717880118143,0.0
Step Exchange,SPEX,Dexs,Step,10691.404852101363,-5.45826044558811,-26.637706447623117,0.0
cSwap,-,Dexs,Comdex,10691.212669678389,,,0.0
Vivacity Finance,-,RWA Lending,Canto,10684.883994649143,-0.0023004942082280877,-6.121994991409679,0.0
Kintsugi,KINT,Cross Chain Bridge,Kintsugi,10675.889073599923,1.7362064719804522,-9.5396698502919,0.0
Catalyst,-,Cross Chain Bridge,"Base, Blast, Optimism, Arbitrum",10622.26969772607,0.3685177864332161,-7.303755147053266,0.0
Elara,-,Lending,Zircuit,10586.978427130272,0.5739814803717707,-1.3665889526841681,0.0
Eversol,-,Liquid Staking,Solana,10585.83865233454,6.755340678962128,3.111077209166595,0.0
Sentre,SNTR,Dexs,Solana,10559.910571368266,-0.043486249589292925,4.105216789205727,0.0
Arche,-,Yield,Ethereum,10549.774947200327,0.014205059973050993,-0.007155649922154339,0.0
iDos Games,-,Launchpad,Binance,10542.874197211944,2.390087940916345,-2.502247849309015,0.0
CaviarNine Simple Pools,FLOOP,Dexs,Radix,10528.82259976592,0.36155909886788606,-83.47537923288333,0.0
LendeXe Finance,LEXE,Lending,Ethereum,10523.765518265223,0.42240280899837046,-0.3723482103356588,0.0
Tea-REX,TREX,Derivatives,Sei,10509.4758292624,0.11474616891342748,3.9210702054106576,0.0
Shibance,WOOF,Dexs,"Binance, Kucoin",10451.350315891916,0.42863862965378985,-1.7238018876144565,0.0
SquadSwap V2,SQUAD,Dexs,"Base, Blast, Binance, Optimism, Polygon, Arbitrum",10352.80181862866,0.40275648207675374,-5.763560601585766,0.0
Burve Protocol,-,Dexs,"Binance, Base, Arbitrum",10344.859221416096,0.23719688627986102,-0.7813001645833424,0.0
MorFi,-,Dexs,Morph,10250.931368295338,0.4882998422794742,-4.698939140861853,0.0
Tulpea,-,Yield,MegaETH,10246.6132251655,-1.5163428747180916,-1.5307319387437701,0.0
DAOventures,DVD,Yield,Ethereum,10243.545298487597,,,0.0
Anome,-,NFT Marketplace,Binance,10236.037499525026,-0.0058726557800525825,-0.02486618657553663,0.0
Teddy Cash,TEDDY,CDP,Avalanche,10231.13745705136,5.052552204491207,11.253957974337098,0.0
ThorusFi,THO,Dexs,"Avalanche, Moonbeam",10158.300779870337,-6.526562076677209,-14.105812539210689,0.0
CavalRe,-,Dexs,Avalanche,10083.588532591806,1.2934777962183546,0.9403744130169258,0.0
BeefStake,-,Yield,Vite,10059.582075721108,,,0.0
OCP Finance,OCP,Lending,Binance,10015.502604783092,0.7331214269968171,-1.0502486281097418,0.0
QIE Bridge,-,Bridge,"Ethereum, Binance",10013.74922938328,0.0640020129863359,-44.0532861998174,0.0
Tenderize V1,-,Liquid Staking,"Arbitrum, Ethereum",9996.674112000952,1.1062329210946018,-10.034942354601455,0.0
V12,-,Dexs,Fuel,9956.205639504617,0.3824889453385367,-2.228905283829846,0.0
ShadowSwap,SHDW,Dexs,CORE,9948.536118491056,0.8141973194882439,-5.952823919906734,0.0
boop.fun,BOOP,Launchpad,Solana,9938.978357808768,6.7405069703491165,3.1169106640451645,0.0
PolyShield,SHI3LD,Yield,Polygon,9926.84423285532,-0.11041827155631267,-1.2823834178874733,0.0
Somnex V3,-,Dexs,Somnia,9914.062397861042,0.6084928604312978,-8.406983483463335,0.0
Synthswap V2,SYNTH,Dexs,Base,9903.173159873148,0.41686655531152894,-7.05943142855287,0.0
GoatSwap V3,-,Dexs,Goat,9890.200578448324,0.687044334319026,-5.010030776367515,0.0
Buffaloswap,BUFF,Yield,Binance,9877.631202972234,1.1672783634101336,-3.40205852126185,0.0
Router Protocol,ROUTE,Cross Chain Bridge,"Aurora, Binance, Polygon, Optimism, Ethereum, Arbitrum, Fantom, Avalanche, Kava, Cronos, Harmony",9871.184009509461,0.17666556077138296,0.05792209912978308,0.0
Golden Finance,-,Derivatives,ZetaChain,9854.921546497397,-1.9870131847999346,1.081586233530345,0.0
Sterling Finance,STR,Dexs,Arbitrum,9847.570979805421,0.024291211463875584,-0.5882295999159339,0.0
Guard-Helmet,GUARD,Insurance,"Binance, Polygon",9835.277184445386,1.0442241542859279,-1.5257827966699438,0.0
Spin Perps,-,Derivatives,Near,9788.269244722222,0.003464106689435198,-0.012331269206882212,0.0
MMO Finance,-,NFT Lending,Ethereum,9773.822195563358,0.7998964389561536,-7.404093147529949,0.0
